instruction,expected_intent,expected_entities,expected_workflow,missing_fields,risk_level
Set Keyboard price to 18000,UPDATE_PRODUCT,"{""product_name"": ""Keyboard"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Keyboard""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Delete custmer Meera,DELETE_CUSTOMER,"{""customer_name"": ""Meera""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Meera""}]",[],high
Mail bhej do,SEND_EMAIL,{},[],"[""recipient"", ""subject"", ""message""]",medium
Customer Riya ko remove karo,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
"Create customer Sara, phone 9812345678",ADD_CUSTOMER,"{""customer_name"": ""Sara"", ""phone_number"": ""9812345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Sara""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9812345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Update Laptop ka price 599 kar do,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change the price of Speaker to 24999,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Delete Varun's customer record,DELETE_CUSTOMER,"{""customer_name"": ""Varun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Varun""}]",[],high
"Vikram ko customer list mein add karo, phone 8899776655",ADD_CUSTOMER,"{""customer_name"": ""Vikram"", ""phone_number"": ""8899776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Vikram""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""8899776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
"Rohan naam ka customer bana do, mobile 9345678901 hai",ADD_CUSTOMER,"{""customer_name"": ""Rohan"", ""phone_number"": ""9345678901""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rohan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9345678901""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
report.csv upload kar do,UPLOAD_FILE,"{""file_name"": ""report.csv""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""report.csv""}]",[],low
"Fill customer form with Sara, phone 9812345678",FILL_FORM,"{""customer_name"": ""Sara"", ""phone_number"": ""9812345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Sara""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9812345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Sneha ko customer list se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Sneha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sneha""}]",[],high
Please remove Riya from customers,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
Email Priya,SEND_EMAIL,"{""recipient"": ""Priya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""email"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""recipient"", ""value"": ""Priya""}, {""action"": ""ENTER_TEXT"", ""target"": ""subject"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""message"", ""value"": null}, {""action"": ""SUBMIT"", ""target"": ""send"", ""value"": null}]","[""subject"", ""message""]",medium
Change the price of iPhone to 24999,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
iPhone ka daam 59999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"New customer Amit, phone number 9988776655",ADD_CUSTOMER,"{""customer_name"": ""Amit"", ""phone_number"": ""9988776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Amit""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9988776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Can you delete Ananya?,DELETE_CUSTOMER,"{""customer_name"": ""Ananya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Ananya""}]",[],high
Customer records se Priya delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Priya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Priya""}]",[],high
Download the sales report for Monday,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""Monday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
"Fill the customer details: Vikram, 8899776655",FILL_FORM,"{""customer_name"": ""Vikram"", ""phone_number"": ""8899776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Vikram""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""8899776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
iPhone ka daam 4999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Set Monitor price to 59999,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Update Tablet ka price 4999 kar do,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change Tablet price to ₹1299,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""1299""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""1299""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Customer form Rahul 9876543210,FILL_FORM,"{""customer_name"": ""Rahul"", ""phone_number"": ""9876543210""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rahul""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876543210""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Can you remove customer Rahul?,DELETE_CUSTOMER,"{""customer_name"": ""Rahul""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rahul""}]",[],high
Ananya ko customer database se hata do,DELETE_CUSTOMER,"{""customer_name"": ""Ananya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Ananya""}]",[],high
Please create a customer called Meera with 9876501234,ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
add custmer Sara phone 9812345678,ADD_CUSTOMER,"{""customer_name"": ""Sara"", ""phone_number"": ""9812345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Sara""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9812345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Headphones ka daam 24999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Remve Karan from customers,DELETE_CUSTOMER,"{""customer_name"": ""Karan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Karan""}]",[],high
Remve Sara from customers,DELETE_CUSTOMER,"{""customer_name"": ""Sara""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sara""}]",[],high
Remove Ananya from the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Ananya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Ananya""}]",[],high
Rohan ko customer list se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Rohan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rohan""}]",[],high
Show me the products,READ_TABLE,"{""table"": ""products""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#products-body"", ""value"": null}]",[],low
Mail bhej do accounts team ko,SEND_EMAIL,"{""recipient"": ""accounts team""}","[{""action"": ""OPEN_PAGE"", ""target"": ""email"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""recipient"", ""value"": ""accounts team""}, {""action"": ""ENTER_TEXT"", ""target"": ""subject"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""message"", ""value"": null}, {""action"": ""SUBMIT"", ""target"": ""send"", ""value"": null}]","[""subject"", ""message""]",medium
Sara ko customer list se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Sara""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sara""}]",[],high
Isha customer delete kar do,DELETE_CUSTOMER,"{""customer_name"": ""Isha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Isha""}]",[],high
Email sales team,SEND_EMAIL,"{""recipient"": ""sales team""}","[{""action"": ""OPEN_PAGE"", ""target"": ""email"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""recipient"", ""value"": ""sales team""}, {""action"": ""ENTER_TEXT"", ""target"": ""subject"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""message"", ""value"": null}, {""action"": ""SUBMIT"", ""target"": ""send"", ""value"": null}]","[""subject"", ""message""]",medium
Please make Laptop cost 59999,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Tablet ka daam 24999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Amit ko customer list se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Amit""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Amit""}]",[],high
Erase Ananya from the customer records,DELETE_CUSTOMER,"{""customer_name"": ""Ananya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Ananya""}]",[],high
Add Sara as a customer with phone number 9812345678,ADD_CUSTOMER,"{""customer_name"": ""Sara"", ""phone_number"": ""9812345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Sara""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9812345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Rohan ko customers se hatao,DELETE_CUSTOMER,"{""customer_name"": ""Rohan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rohan""}]",[],high
Set Mouse price to 24999,UPDATE_PRODUCT,"{""product_name"": ""Mouse"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Mouse""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Download the sales report for today,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Send an email to sales team,SEND_EMAIL,"{""recipient"": ""sales team""}","[{""action"": ""OPEN_PAGE"", ""target"": ""email"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""recipient"", ""value"": ""sales team""}, {""action"": ""ENTER_TEXT"", ""target"": ""subject"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""message"", ""value"": null}, {""action"": ""SUBMIT"", ""target"": ""send"", ""value"": null}]","[""subject"", ""message""]",medium
Please add Priya to the customer list. Number is 9123456780,ADD_CUSTOMER,"{""customer_name"": ""Priya"", ""phone_number"": ""9123456780""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Priya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9123456780""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Get daily report for Monday,DOWNLOAD_REPORT,"{""report_type"": ""daily report"", ""date"": ""Monday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Set Printer price to 4999,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Rahul naam ka customer add karo,ADD_CUSTOMER,"{""customer_name"": ""Rahul""}",[],"[""phone_number""]",low
Update iPhone ka price 18000 kar do,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Delte customer Sneha,DELETE_CUSTOMER,"{""customer_name"": ""Sneha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sneha""}]",[],high
Priya ko customer list se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Priya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Priya""}]",[],high
add custmer Neha phone 9001122334,ADD_CUSTOMER,"{""customer_name"": ""Neha"", ""phone_number"": ""9001122334""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Neha""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9001122334""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Get daily report for today,DOWNLOAD_REPORT,"{""report_type"": ""daily report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
resume.pdf upload kar do,UPLOAD_FILE,"{""file_name"": ""resume.pdf""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""resume.pdf""}]",[],low
Delete the customer record for Rohan,DELETE_CUSTOMER,"{""customer_name"": ""Rohan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rohan""}]",[],high
"Fill customer form with Neha, phone 9001122334",FILL_FORM,"{""customer_name"": ""Neha"", ""phone_number"": ""9001122334""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Neha""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9001122334""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Change the price of Camera to 18000,UPDATE_PRODUCT,"{""product_name"": ""Camera"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Camera""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
yesterday ka inventory report download karo,DOWNLOAD_REPORT,"{""report_type"": ""inventory report"", ""date"": ""yesterday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Change the price of Camera to 599,UPDATE_PRODUCT,"{""product_name"": ""Camera"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Camera""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Customer list se Sara remove karo,DELETE_CUSTOMER,"{""customer_name"": ""Sara""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sara""}]",[],high
Can you delete Pankaj?,DELETE_CUSTOMER,"{""customer_name"": ""Pankaj""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Pankaj""}]",[],high
Sales report download karo,DOWNLOAD_REPORT,"{""report_type"": ""sales report""}",[],"[""date""]",low
Add a customer,ADD_CUSTOMER,{},[],"[""customer_name"", ""phone_number""]",low
Please remove Rahul from customers,DELETE_CUSTOMER,"{""customer_name"": ""Rahul""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rahul""}]",[],high
Please make Printer cost 59999,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Rahul customer delete kar do,DELETE_CUSTOMER,"{""customer_name"": ""Rahul""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rahul""}]",[],high
Change Speaker price to ₹59999,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
